frame,x,y,visible
7995,529.2,186.4,1
8020,516.1,180.3,1
8045,424.4,174.1,1
8070,382.8,168.0,1
8095,422.1,164.9,1
8120,457.6,162.6,1
8145,481.5,158.7,1
8170,502.3,156.4,1
8190,503.0,165.6,1
8215,342.8,171.0,1
8240,489.2,192.6,1
8265,499.9,192.6,1
8290,525.4,192.6,1
8315,564.7,192.6,1
8340,597.8,197.2,1
8470,608.6,305.1,1
8535,547.7,321.3,1
8570,541.5,334.4,1
8745,-1.0,-1.0,0
8765,-1.0,-1.0,0
8790,-1.0,-1.0,0
8815,-1.0,-1.0,0
13470,-1.0,-1.0,0
13495,-1.0,-1.0,0
13520,-1.0,-1.0,0
13545,-1.0,-1.0,0
13570,-1.0,-1.0,0
13595,400.6,446.1,1
13620,385.2,453.8,1
13645,363.6,537.0,1
13665,348.2,526.2,1
13690,-1.0,-1.0,0
13715,-1.0,-1.0,0
14440,519.2,171.8,1
14570,584.7,168.7,1
14625,553.1,167.2,1
14655,488.4,168.0,1
14835,-1.0,-1.0,0
14885,338.2,178.0,1
15105,184.1,345.2,1
15130,207.2,338.2,1
15155,212.6,335.9,1
15175,212.6,335.1,1
15200,238.0,319.7,1
15450,-1.0,-1.0,0
15475,452.2,265.8,1
15500,496.9,277.4,1
15525,518.4,294.3,1
15550,523.8,288.1,1
15575,-1.0,-1.0,0
15600,-1.0,-1.0,0
15730,610.1,199.5,1
15755,601.6,203.4,1
15780,598.6,202.6,1
15940,-1.0,-1.0,0
15965,673.3,204.9,1
15990,651.7,193.4,1
16015,606.3,185.7,1
17330,375.9,205.7,1
17355,392.1,204.9,1
17380,402.1,206.5,1
17405,412.9,208.0,1
17435,435.2,255.8,1
17465,479.1,300.5,1
17485,359.7,278.1,1
17760,620.9,274.3,1
17785,484.5,295.1,1
17810,504.6,299.7,1
17835,506.9,296.6,1
17860,467.6,329.7,1
17885,454.5,349.8,1
18020,660.2,461.5,1
18045,658.6,259.6,1
18070,623.2,218.0,1
18095,590.1,163.3,1
18115,565.4,150.2,1
18140,539.2,134.1,1
19455,781.9,221.1,1
19480,778.1,221.1,1
19505,775.7,219.6,1
19530,765.0,215.7,1
19555,754.9,215.0,1
19580,749.6,207.3,1
19605,744.2,204.2,1
19630,743.4,205.7,1
19655,741.8,208.0,1
19675,741.8,208.0,1
19700,767.3,240.4,1
19725,786.5,260.4,1
19750,808.1,282.0,1
19775,842.0,296.6,1
19800,842.0,292.0,1
19825,831.2,288.1,1
20025,721.8,362.1,1
20050,695.6,362.1,1
20075,692.5,384.4,1
20100,602.4,428.4,1
20165,501.5,514.6,1
20230,446.8,506.2,1
20255,422.1,514.6,1
20395,470.7,291.2,1
20420,556.2,352.1,1
20445,557.7,381.4,1
20470,-1.0,-1.0,0
20495,557.0,353.6,1
20520,-1.0,-1.0,0
20595,-1.0,-1.0,0
20620,-1.0,-1.0,0
20640,-1.0,-1.0,0
20665,660.2,185.7,1
20690,652.5,166.4,1
20715,658.6,157.2,1
20740,674.1,149.5,1
20765,690.2,144.1,1
20960,749.6,175.7,1
20985,750.3,178.0,1
21010,755.7,174.9,1
21035,771.9,188.8,1
21060,790.4,201.9,1
21080,799.6,213.4,1
21105,592.4,178.7,1
21780,589.3,178.7,1
21805,625.5,192.6,1
21830,643.2,195.7,1
22520,375.9,201.1,1
22545,385.2,205.7,1
22570,389.8,207.3,1
22595,389.0,208.8,1
22745,-1.0,-1.0,0
22770,-1.0,-1.0,0
22790,-1.0,-1.0,0
22815,-1.0,-1.0,0
22840,562.3,230.4,1
22865,547.7,174.1,1
22895,536.9,192.6,1
22920,533.8,225.7,1
22950,485.3,279.7,1
23060,627.8,198.0,1
23140,618.6,167.2,1
23165,598.6,183.4,1
23190,563.1,203.4,1
23210,538.5,214.2,1
23235,487.6,184.1,1
23260,454.5,187.2,1
23285,421.4,172.6,1
23310,467.6,169.5,1
23335,491.5,169.5,1
24095,-1.0,-1.0,0
24140,-1.0,-1.0,0
24165,-1.0,-1.0,0
24190,-1.0,-1.0,0
24215,-1.0,-1.0,0
24235,-1.0,-1.0,0
24260,-1.0,-1.0,0
24285,-1.0,-1.0,0
24310,480.7,158.7,1
24335,469.9,157.2,1
24360,449.9,178.7,1
24390,435.2,186.4,1
24420,426.0,194.9,1
24445,416.0,195.7,1
24470,396.7,195.7,1
24495,383.6,195.7,1
24515,365.9,191.1,1
24540,342.8,183.4,1
24565,-1.0,-1.0,0
25310,197.9,155.6,1
25335,202.6,149.5,1
25665,328.1,292.0,1
26280,-1.0,-1.0,0
26305,449.1,180.3,1
26330,447.6,198.0,1
26355,480.7,198.0,1
26380,538.5,201.9,1
26400,559.3,202.6,1
26425,554.6,204.2,1
26500,536.2,198.0,1
26685,-1.0,-1.0,0
26710,490.7,225.7,1
26735,448.3,237.3,1
26880,365.9,220.3,1
27030,507.6,221.9,1
27055,486.8,223.4,1
27080,463.0,225.0,1
27105,380.5,224.2,1
27130,399.8,206.5,1
