frame,x,y,visible
17250,691.0,203.4,1
17305,733.4,200.3,1
17355,557.7,198.0,1
17425,-1.0,-1.0,0
17475,-1.0,-1.0,0
17775,533.1,127.9,1
17960,852.8,222.7,1
18010,775.0,219.6,1
18060,774.2,236.5,1
18110,780.4,257.3,1
18165,739.5,264.3,1
18850,684.1,349.8,1
18900,661.7,433.7,1
18950,731.8,429.9,1
19040,-1.0,-1.0,0
19090,790.4,311.3,1
19140,789.6,266.6,1
19485,625.5,325.9,1
19535,704.1,345.9,1
19590,742.6,396.8,1
19640,775.0,374.4,1
19690,857.4,327.4,1
19740,863.6,345.2,1
19800,865.9,386.8,1
19850,866.7,412.2,1
19900,866.7,427.6,1
19950,-1.0,-1.0,0
20005,789.6,385.2,1
20055,753.4,372.1,1
20105,762.6,362.9,1
20155,778.1,361.3,1
20205,705.6,402.2,1
20885,330.5,255.8,1
20935,375.1,285.8,1
20985,485.3,308.9,1
21035,578.5,368.3,1
21145,-1.0,-1.0,0
21210,642.5,353.6,1
21265,711.8,348.2,1
21315,875.9,337.4,1
21365,893.6,319.0,1
21420,882.8,311.3,1
21900,282.7,241.1,1
21950,161.7,274.3,1
22000,168.7,291.2,1
22055,254.2,293.5,1
22105,-1.0,-1.0,0
22155,378.2,392.1,1
22205,478.4,416.0,1
22260,514.6,359.0,1
22310,-1.0,-1.0,0
22390,447.6,297.4,1
22440,-1.0,-1.0,0
22490,-1.0,-1.0,0
22545,334.3,165.6,1
22595,355.9,176.4,1
22645,340.5,181.8,1
22695,349.7,186.4,1
22750,349.7,189.5,1
22800,332.8,203.4,1
22850,301.2,204.2,1
22925,274.2,268.9,1
22975,271.1,275.0,1
23030,536.9,360.6,1
23080,524.6,365.2,1
23130,490.7,367.5,1
23180,161.7,312.0,1
23235,182.5,292.8,1
23285,211.0,282.7,1
23335,240.3,279.7,1
23385,176.4,240.4,1
23440,154.8,229.6,1
23490,173.3,234.2,1
23560,257.3,242.7,1
23610,195.6,266.6,1
23660,382.1,294.3,1
23825,-1.0,-1.0,0
23950,728.8,227.3,1
24205,-1.0,-1.0,0
24255,774.2,194.2,1
24310,781.1,193.4,1
24360,791.9,199.5,1
24410,-1.0,-1.0,0
24460,791.2,210.3,1
24510,780.4,239.6,1
24565,732.6,274.3,1
24615,704.1,268.9,1
24665,691.0,268.1,1
24715,813.5,329.0,1
24770,902.1,359.0,1
24820,881.3,348.2,1
24870,872.0,344.4,1
24920,-1.0,-1.0,0
24975,818.9,285.1,1
25025,844.3,298.2,1
25110,513.8,267.3,1
25160,540.8,248.9,1
25210,568.5,297.4,1
25340,792.7,295.1,1
25390,790.4,317.4,1
25440,898.2,371.3,1
25490,826.6,397.5,1
25545,749.6,351.3,1
25595,766.5,323.6,1
25645,623.2,294.3,1
25695,603.2,265.0,1
25745,-1.0,-1.0,0
25800,631.7,307.4,1
25850,671.0,299.7,1
25900,661.7,309.7,1
25950,704.9,320.5,1
26005,759.6,334.4,1
26055,773.4,292.8,1
26105,-1.0,-1.0,0
26155,615.5,255.0,1
26210,583.1,232.7,1
26260,577.8,233.4,1
26310,553.9,230.4,1
26360,557.7,229.6,1
26575,613.2,211.1,1
26640,543.9,167.2,1
26860,772.7,181.8,1
26915,882.1,201.9,1
27020,863.6,210.3,1
27075,784.2,218.8,1
27135,751.1,217.3,1
27185,738.8,216.5,1
27235,656.3,235.8,1
27290,663.3,232.7,1
27345,756.5,217.3,1
27395,704.1,207.3,1
27445,758.8,217.3,1
27495,738.0,218.0,1
27735,299.6,299.7,1
27955,304.3,383.7,1
28005,499.2,322.8,1
28055,450.6,359.0,1
28110,298.9,398.3,1
28160,220.3,382.1,1
28210,169.4,362.1,1
28260,195.6,339.8,1
28310,-1.0,-1.0,0
28365,279.6,359.0,1
28415,372.8,392.9,1
28465,403.6,399.8,1
28515,399.0,397.5,1
28570,236.5,404.5,1
28620,242.6,407.6,1
28670,434.5,423.0,1
28720,432.1,429.1,1
28770,431.4,429.9,1
28825,175.6,443.8,1
28875,216.4,420.7,1
28925,409.8,485.4,1
28975,402.9,485.4,1
29030,410.6,508.5,1
29080,704.9,453.0,1
29130,681.0,417.6,1
29180,629.4,415.3,1
29235,-1.0,-1.0,0
29350,224.9,299.7,1
29400,247.3,276.6,1
29450,275.0,275.8,1
29510,288.9,274.3,1
29720,540.8,272.0,1
29930,577.8,335.9,1
29980,648.6,325.9,1
30030,721.8,258.9,1
30085,732.6,241.9,1
30135,660.2,192.6,1
30185,667.1,199.5,1
30235,741.8,214.2,1
30290,880.5,239.6,1
