frame,x,y,visible
15925,458.3,163.3,1
15995,570.8,184.1,1
16650,781.1,288.9,1
16675,-1.0,-1.0,0
16700,-1.0,-1.0,0
16730,-1.0,-1.0,0
17465,265.7,155.6,1
17545,265.7,155.6,1
17575,265.7,155.6,1
17600,265.7,155.6,1
17625,268.8,153.3,1
17990,-1.0,-1.0,0
18015,-1.0,-1.0,0
18040,-1.0,-1.0,0
19610,822.7,282.7,1
19635,822.7,282.7,1
19660,825.1,285.8,1
19805,438.3,228.8,1
19830,-1.0,-1.0,0
19855,546.2,234.2,1
19955,543.9,197.2,1
19985,531.3,196.1,1
20010,557.7,206.5,1
20035,623.2,223.4,1
20065,638.6,231.1,1
20090,622.4,228.1,1
20155,580.8,225.7,1
20240,613.2,213.4,1
20265,610.1,212.6,1
20290,606.3,212.6,1
20320,630.9,221.1,1
20345,637.1,223.4,1
20370,626.3,223.4,1
20400,626.3,226.5,1
20425,629.4,225.7,1
20450,617.8,226.5,1
20480,624.0,226.5,1
20505,637.1,226.5,1
20530,646.3,231.1,1
20560,678.7,241.9,1
20585,694.1,238.8,1
20610,736.5,274.3,1
20640,758.8,298.2,1
20665,778.8,315.1,1
20690,786.5,310.5,1
20720,745.7,319.7,1
20745,732.6,315.9,1
20770,714.9,333.6,1
20800,647.1,460.7,1
20825,-1.0,-1.0,0
20850,-1.0,-1.0,0
20880,-1.0,-1.0,0
20905,-1.0,-1.0,0
20930,-1.0,-1.0,0
20960,-1.0,-1.0,0
21430,-1.0,-1.0,0
21455,345.1,240.4,1
21485,400.6,218.0,1
21510,417.5,214.2,1
21535,415.2,215.7,1
21565,415.2,220.3,1
21590,-1.0,-1.0,0
21615,432.9,190.3,1
21645,449.9,172.6,1
21670,458.3,168.0,1
21695,465.3,168.7,1
21725,466.8,171.0,1
21750,492.2,171.0,1
21820,-1.0,-1.0,0
21850,-1.0,-1.0,0
21875,-1.0,-1.0,0
22450,492.2,131.8,1
22480,486.8,131.0,1
22505,486.8,131.0,1
22530,485.3,131.0,1
22560,481.5,131.0,1
22585,481.5,131.0,1
22610,483.0,130.2,1
22635,483.0,130.2,1
22665,483.0,130.2,1
22690,486.8,132.5,1
22715,494.6,132.5,1
22745,495.3,132.5,1
22770,486.8,134.1,1
22795,510.7,131.8,1
22825,590.1,173.4,1
22850,-1.0,-1.0,0
22875,-1.0,-1.0,0
22905,550.8,194.2,1
22930,-1.0,-1.0,0
22955,520.7,194.9,1
22985,-1.0,-1.0,0
23050,379.0,210.3,1
23080,385.9,204.9,1
24255,694.1,353.6,1
24280,704.9,286.6,1
24305,687.2,242.7,1
24335,682.5,225.0,1
24360,685.6,209.6,1
24385,671.0,200.3,1
24415,694.9,211.1,1
24440,721.8,217.3,1
24465,742.6,224.2,1
24495,743.4,227.3,1
24795,-1.0,-1.0,0
24820,496.1,259.6,1
24850,-1.0,-1.0,0
24875,530.8,277.4,1
24905,551.6,285.8,1
24935,-1.0,-1.0,0
24960,504.6,252.7,1
24985,398.3,219.6,1
25015,309.7,196.5,1
25235,670.2,188.8,1
25260,667.1,188.8,1
25290,676.4,193.4,1
25315,656.3,182.6,1
25340,647.9,169.5,1
25370,656.3,163.3,1
25395,678.7,160.3,1
25420,677.1,166.4,1
25450,686.4,171.8,1
25475,-1.0,-1.0,0
25500,639.4,180.3,1
25530,641.7,181.8,1
26150,-1.0,-1.0,0
26175,-1.0,-1.0,0
26205,-1.0,-1.0,0
26230,793.5,173.4,1
26255,852.0,184.1,1
26285,849.7,189.5,1
26310,822.7,188.8,1
26335,794.2,220.3,1
26365,803.5,263.5,1
26390,828.9,286.6,1
26415,831.2,285.1,1
26445,828.1,288.1,1
26470,745.7,333.6,1
26495,692.5,372.1,1
26520,658.6,402.9,1
26550,630.1,422.2,1
26575,409.8,416.8,1
26600,265.7,416.0,1
26630,261.9,443.0,1
26655,239.5,461.5,1
26680,240.3,454.5,1
26710,244.9,452.2,1
26735,255.7,452.2,1
27595,319.7,368.3,1
27625,271.9,348.2,1
27695,407.5,137.9,1
27720,442.9,176.4,1
27750,479.9,163.3,1
27775,492.2,155.6,1
27800,-1.0,-1.0,0
27830,480.7,170.3,1
28035,582.4,175.7,1
28325,436.0,292.8,1
28355,466.8,354.4,1
28380,486.8,403.7,1
28405,496.1,447.6,1
28440,550.8,420.7,1
28465,587.8,397.5,1
28490,590.9,379.8,1
28520,642.5,364.4,1
28545,778.8,370.6,1
28845,369.7,253.5,1
29415,696.4,178.7,1
29440,701.8,178.0,1
29465,708.7,186.4,1
29495,714.9,185.7,1
29520,724.1,187.2,1
29545,728.0,188.8,1
29575,730.3,192.6,1
29600,731.8,193.4,1
29625,737.2,194.2,1
29655,742.6,196.5,1
29680,749.6,197.2,1
29705,748.0,198.0,1
29735,747.2,198.0,1
29760,744.2,197.2,1
29785,668.7,183.4,1
29815,556.2,156.4,1
29845,519.2,144.8,1
29885,564.7,147.2,1
29920,609.3,148.7,1
29945,634.0,151.8,1
29970,630.9,154.9,1
30000,614.0,157.9,1
30025,-1.0,-1.0,0
30050,560.8,155.6,1
30080,528.4,157.9,1
30215,519.2,154.1,1
30240,514.6,157.2,1
30285,541.5,152.6,1
30315,591.6,141.0,1
30340,589.3,135.6,1
30370,572.4,135.6,1
